出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"115/02/02","114","2","2801","彰銀","38213463.00","243087255.00","120888909.00","335824216.00","526856341.00","--","--","23218485.00","285609.00","--","--","1974251527.00","--","--","436474.00","21474350.00","1851657.00","14023753.00","1043944.00","2529624.00","6957783.00","3310943390.00","352807735.00","--","14944616.00","--","14804264.00","54209194.00","1884853.00","--","2611315760.00","41795293.00","--","--","1561104.00","2402980.00","1715835.00","8629433.00","2838409.00","3108909476.00","117660462.00","--","24.00","77793983.00","6579445.00","0.00","202033914.00","--","--","--","202033914.00","--","0.00","0.00","18.03"
"115/02/02","114","2","2812","台中銀","14203089.00","50833568.00","39199138.00","96705131.00","108797542.00","--","13898215.00","24069127.00","2925.00","--","--","628344689.00","182928.00","206775.00","11870.00","20304538.00","999430.00","542159.00","574875.00","263697.00","5531029.00","1004670725.00","11049930.00","12897665.00","7745352.00","--","5743626.00","10907339.00","96898.00","--","846087321.00","13500000.00","--","--","8314587.00","1299443.00","1030867.00","109486.00","1334994.00","920117508.00","59216258.00","--","1528256.00","22878163.00","930540.00","0.00","84553217.00","--","--","0.00","84553217.00","0.00","0.00","0.00","15.32"
"115/02/02","114","2","2820","華票","326739.00","0.00","153792576.00","97700116.00","2690071.00","--","4147773.00","1378004.00","331173.00","--","--","--","--","--","114895.00","155395.00","33367.00","--","--","130715.00","594673.00","261395497.00","22308101.00","--","22518.00","--","209190625.00","2008870.00","93671.00","--","--","--","--","--","--","1414077.00","33573.00","50750.00","356994.00","235479179.00","13429600.00","--","16791.00","12298826.00","171101.00","--","--","--","--","--","25916318.00","--","0.00","0.00","19.30"
"115/02/02","114","2","2834","臺企銀","24864323.00","124167118.00","93601720.00","197687210.00","270758891.00","--","15310170.00","13182810.00","361580.00","--","--","1634533756.00","--","--","9923.00","13845456.00","1106062.00","--","1250741.00","2414385.00","10267175.00","2403361320.00","244133403.00","1690022.00","9000666.00","--","1241536.00","25855208.00","1029105.00","--","1907881438.00","53210000.00","--","--","1930742.00","2427165.00","1143347.00","895336.00","16860454.00","2267298422.00","97180618.00","--","816129.00","37766448.00","299703.00","--","136062898.00","--","--","--","136062898.00","0.00","0.00","0.00","14.84"
"115/02/02","114","2","2836","高雄銀","4635875.00","26688171.00","3483998.00","32437773.00","56691008.00","--","4511505.00","1634133.00","0.00","--","--","226734724.00","--","--","216895.00","3394029.00","334106.00","--","112212.00","125048.00","410220.00","361409697.00","14369050.00","0.00","161229.00","--","7506507.00","4716066.00","176904.00","--","302896951.00","5077000.00","--","--","--","371307.00","330701.00","0.00","130190.00","335735905.00","18799170.00","--","1436134.00","4677930.00","760558.00","--","--","--","--","--","25673792.00","--","0.00","0.00","14.06"
"115/02/02","114","2","2838","聯邦銀","8295242.00","44956174.00","68729283.00","63213955.00","78129371.00","--","64281898.00","40719403.00","187855.00","--","--","612984106.00","455103.00","--","1588487.00","16394938.00","1665320.00","4521741.00","2166893.00","1464449.00","14491670.00","1024245888.00","9696469.00","1482367.00","3645791.00","--","71513920.00","12080519.00","611770.00","--","814484673.00","5000000.00","877700.00","375000.00","13497250.00","524526.00","1667964.00","3168107.00","3706984.00","942333040.00","45450499.00","--","8192011.00","18624700.00","7450635.00","--","79717845.00","--","--","2195003.00","81912848.00","--","0.00","0.00","18.76"
"115/02/02","114","2","2845","遠東銀","4392893.00","53581749.00","61995413.00","50910314.00","167548257.00","--","0.00","18119442.00","--","--","--","496651600.00","2786435.00","--","9770279.00","5203361.00","915500.00","--","1538210.00","189884.00","339044.00","873942381.00","2049448.00","2889000.00","8719353.00","--","1946275.00","11319931.00","208922.00","--","715732388.00","22901720.00","--","--","44873604.00","635877.00","926439.00","--","643224.00","812846181.00","43822847.00","--","302926.00","16830034.00","140393.00","--","61096200.00","--","--","--","61096200.00","--","0.00","0.00","14.29"
"115/02/02","114","2","2849","安泰銀","2716420.00","14837654.00","25207656.00","41147988.00","42591607.00","--","497697.00","3756031.00","0.00","--","--","240155683.00","--","--","0.00","731492.00","895566.00","0.00","275828.00","550937.00","1903887.00","375268446.00","2588763.00","--","755158.00","--","446285.00","2822610.00","25468.00","--","328904116.00","--","--","--","3645230.00","218590.00","887666.00","40422.00","132610.00","340466918.00","19576094.00","--","406342.00","15352780.00","-533688.00","0.00","--","--","--","--","34801528.00","0.00","0.00","0.00","17.78"
"115/02/02","114","2","2897","王道銀行","7070303.00","15648020.00","183323995.00","167303488.00","27285899.00","--","13225921.00","4700342.00","347911.00","--","--","253853580.00","6438543.00","--","431460.00","2606782.00","361095.00","--","1623163.00","748374.00","2113540.00","687082416.00","47968203.00","--","1677362.00","--","222997825.00","8986360.00","362300.00","--","312979972.00","13450000.00","--","--","13335644.00","2003762.00","379230.00","868621.00","654537.00","625663816.00","30553579.00","--","572019.00","12685288.00","-1346390.00","-221695.00","42242801.00","--","--","19175799.00","61418600.00","--","22939000.00","0.00","13.93"
"115/02/02","114","2","5876","上海商銀","38705938.00","383632017.00","8374294.00","468812161.00","212375654.00","--","17213801.00","31140572.00","468523.00","917944.00","--","1149464781.00","1493350.00","--","5686.00","23378731.00","1664319.00","5277506.00","1932728.00","5123756.00","13120330.00","2363102091.00","44051680.00","--","6924579.00","--","3955500.00","44913832.00","1892351.00","--","1925518369.00","57483838.00","--","--","11427196.00","3042189.00","1676268.00","7155162.00","3619108.00","2111660072.00","48616031.00","--","27705927.00","106919638.00","4152940.00","-83144.00","187311392.00","--","--","64130627.00","251442019.00","0.00","11397439.00","0.00","38.62"
